AMT_CREDIT,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,CREDIT_INCOME_RATIO,CREDIT_ANNUITY_RATIO,CREDIT_GOODS_RATIO,INCOME_EXT_RATIO,CAR_EMPLOYED_RATIO,EXT_SOURCE_MEAN,OBS_30_CREDIT_RATIO,REGIONS_RATING_INCOME_MUL_0,DAYS_CREDIT_MEAN_OVERALL,AMT_CREDIT_SUM_MEAN_OVERALL,CURRENT_DEBT_TO_CREDIT_RATIO_MEAN_OVERALL,DAYS_CREDIT_MEAN_CREDITACTIVE_ACTIVE,CURRENT_DEBT_TO_CREDIT_RATIO_MEAN_CREDITACTIVE_ACTIVE,CURRENT_CREDIT_DEBT_DIFF_MEAN_CREDITACTIVE_ACTIVE,HOUR_APPR_PROCESS_START_MEAN_LAST_5,DAYS_DECISION_MEAN_LAST_5,SELLERPLACE_AREA_MEAN_LAST_5,INTEREST_SHARE_MEAN_LAST_5,INTEREST_RATE_MAX_FIRST_2,DAYS_PAYMENT_DIFF_MEAN_MEAN,DAYS_PAYMENT_DIFF_MIN_MEAN,DAYS_PAYMENT_DIFF_MAX_MEAN,TARGET,SK_ID_CURR,NAME_FAMILY_STATUS,CNT_CHILDREN,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,AMT_INCOME_TOTAL,NAME_CONTRACT_TYPE,AMT_GOODS_PRICE,NAME_HOUSING_TYPE,AGE,YEARS_WORKING,GENDER
-0.8003252,-0.6659635,0.75756633,-0.8315711,1.2206261,0.2121321,0.012102936,0.62491256,-0.15589127,-0.67626745,-1.0900761,-1.2811667,-0.029804103,-0.04099705,-0.002545574,0.2889958,-0.10556508,0.026662605,-0.2741523,0.5828871,-0.010803135,0.36204675,-0.016790975,3.8683512,1.3699394,0.18358946,-0.22872494,-0.4732139,0.116236515,-0.42954868,0.03610554,-0.4358907,0,350911,Married,0,Secondary / secondary special,Commercial associate,270000.0,Cash loans,247500.0,House / apartment,52,11,Man
-0.8084422,-0.7159228,0.7089869,0.6383356,-1.0357659,0.2664566,0.012102936,0.7459998,0.3362324,-0.28318846,-0.9689773,-0.86298823,-0.13494839,-0.053072844,-0.002549557,0.6254119,-0.7622632,-0.384118,-0.70377827,-0.28764132,-0.010803135,-0.14419259,-0.016790975,0.12115058,0.7882452,0.90615433,-0.22872494,0.25253013,0.2131911,-0.4895787,0.022062464,-0.23021244,0,310701,Married,0,Secondary / secondary special,Working,202500.0,Cash loans,247500.0,House / apartment,52,2,Man
-0.817476,-0.92899084,-1.411554,0.81809485,-0.3658596,0.29229385,-1.1540897,-0.17319949,0.60394967,-1.5071758,-0.5790818,-0.20607547,-0.9760997,-0.06341015,-0.0025529214,-0.27262864,-0.7622688,0.15766932,-0.562915,-0.39477894,-0.010803135,0.18145983,-0.016790975,-0.15472005,1.4426515,0.47102815,-0.026136648,-0.45724875,0.1856194,0.20683666,0.18589838,-0.34559292,0,343835,Civil marriage,0,Secondary / secondary special,Working,112500.0,Revolving loans,270000.0,House / apartment,27,1,Man
-1.2056594,-0.01121463,1.5100899,0.28256202,0.78121305,-0.8982076,0.012102936,0.87584245,-0.01145249,0.12561366,-1.2527915,0.5279826,1.1267791,-0.051615316,-0.0025456701,0.5145002,-0.49247587,-1.202104,-0.0032308742,-0.15682426,-0.013278073,-0.13465665,-0.023570478,-0.13815121,-1.3203971,0.7957337,-0.22872494,1.9449162,0.14762641,0.17819075,0.14845017,0.085829794,0,203376,Married,0,Secondary / secondary special,Pensioner,193500.0,Cash loans,90000.0,House / apartment,61,-24,Man
1.5503088,-1.0535637,-0.8217256,0.2802214,-0.43171477,-1.234092,-0.84160364,0.7646482,-0.70346946,-0.5903948,1.2595476,0.24674894,-0.2821494,-0.048767645,-0.0025475135,-0.29076773,2.1382272,-1.202104,-1.3819743,-0.24752867,-0.010803135,-3.444583,-0.016790975,-0.037315056,1.951634,-0.054677445,0.4400458,-0.3162695,-0.09709262,1.0244769,0.38250145,0.4470209,0,224881,Single / not married,0,Higher education,Working,166500.0,Cash loans,1125000.0,With parents,34,4,Man
2.3528378,-0.044978768,1.2813997,0.28256202,-1.2969159,-1.3752031,0.012102936,0.27618146,0.5060091,-0.69561905,0.6574763,1.8715692,0.18048348,-0.047378704,-0.0025475207,0.4403789,-0.7622513,-0.21603623,-1.6355233,-0.056952458,-0.010803135,-1.2036359,-0.016790975,0.50619483,-0.73870265,-0.7187539,0.38484356,0.12321234,0.1476272,-0.24626777,0.022998668,-0.3957584,0,391315,Married,0,Secondary / secondary special,Pensioner,270000.0,Cash loans,1350000.0,House / apartment,59,-24,Man
1.8658197,0.12702295,0.21402596,0.8241805,1.2751269,1.6517313,0.012102936,0.47362915,-0.47347715,1.1645516,1.3170236,1.6087828,-0.9760997,-0.049260076,-0.0025486907,0.02884741,-0.7622617,-0.036431734,1.4789819,-0.3435908,-0.010803135,0.7440805,-0.016790977,-0.20509014,1.2245159,1.1625371,-0.18081099,-0.05017778,-0.043588113,-0.09856695,0.09227785,-0.1950966,0,105119,Married,0,Secondary / secondary special,Working,180000.0,Cash loans,1350000.0,House / apartment,46,1,Man
-0.35907963,-0.81056345,-0.93080014,0.35137612,0.5194954,-0.37218747,-2.1162531,1.1127638,-0.93487,-0.6702201,-0.93493354,-0.27311003,-0.9760997,-0.020418167,-0.0025463023,-0.75848454,-0.7622589,0.58167535,0.26534733,1.1520983,-0.010803135,-0.07124268,-0.016790975,0.25385195,1.951634,-0.65508944,0.06314526,0.38173577,0.1866895,0.41582218,0.21086384,0.28649154,0,244712,Married,0,Secondary / secondary special,Working,315000.0,Cash loans,454500.0,House / apartment,32,4,Man
0.32158303,0.31059277,1.9585336,0.28256202,-2.023594,-1.059856,0.012102936,0.93273634,0.11206273,-0.7065043,-0.13393077,-0.2550186,-0.34523597,-0.05151726,-0.0025475207,0.6145329,-0.7622524,-0.384118,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.49739793,-0.5420809,0.079004094,0.060801346,0.0018796589,3.0879178,0.18589838,6.2561784,0,454732,Married,0,Secondary / secondary special,Pensioner,202500.0,Cash loans,675000.0,House / apartment,67,-24,Man
0.6885349,0.12702295,0.64207524,0.27273142,0.8524616,0.48176712,0.012102936,0.5425136,0.6906512,0.93838,0.5968329,0.3757716,0.12793034,-0.05940584,-0.0025474906,0.69660926,1.3156229,0.07166868,-0.48814133,0.41958344,-0.010803135,-2.4957564,-0.016790977,-0.37806123,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.09856695,0.09227785,-0.1950966,0,108058,Married,0,Secondary / secondary special,Working,157500.0,Cash loans,769500.0,House / apartment,51,4,Man
-0.07659567,-1.0581187,-0.8352454,-1.036609,1.0613816,-0.45698667,0.012102936,1.3364308,-1.5442986,-1.0294337,-1.0019282,-1.1492717,0.28565624,0.03604578,-0.0025460194,-0.0403077,-0.7622674,0.23851705,-0.21514279,0.7792655,-0.010803135,-0.5388445,-0.016790975,0.51397634,0.13383892,-0.02586455,0.04134779,1.2263048,0.14762406,-0.09298809,0.076228626,0.12882869,0,323111,Married,0,Secondary / secondary special,State servant,450000.0,Cash loans,490500.0,Office apartment,33,12,Man
1.234798,-0.9806131,1.1720958,0.014795561,0.30887234,-0.8392456,0.556031,-1.9715538,0.3362324,-0.49484634,1.5470349,-0.41146618,0.75877506,-0.060158845,-0.0025469076,-0.74016374,1.837057,-0.384118,-0.51242673,-0.23456305,-0.010803135,-0.7459107,-0.016790977,0.34186918,-0.37514356,-1.6083298,-0.20159619,0.46322376,0.068794854,-0.30580893,0.031424515,-0.06466651,0,124621,Married,0,Secondary / secondary special,Working,135000.0,Cash loans,900000.0,House / apartment,57,6,Man
0.18875991,0.39937714,-1.293084,0.90657014,1.0236284,0.3883555,-1.4505403,0.61623526,0.30591318,0.3771842,-0.07717158,1.1995901,-0.9760997,-0.055258956,-0.0025575894,-0.09602656,0.83856386,-0.036431734,0.5874493,-0.33070818,-0.010803135,0.18145983,-0.016790975,-0.15472005,1.951634,0.3085028,-0.12682344,-0.41252452,-0.0915818,-0.0444479,0.054829646,-0.63655245,0,181796,Married,0,Secondary / secondary special,Working,180000.0,Cash loans,675000.0,House / apartment,28,0,Man
-0.35907963,3.7335641,1.1088508,0.28256202,-2.4039645,-0.9419322,0.012102936,1.2012148,0.11206273,0.40258315,-0.63691515,1.566626,-0.9760997,-0.05151726,-0.0025475207,0.77254343,-0.7622688,-0.015117288,-1.0127554,-0.33227855,-0.010803135,-1.5644126,-0.016790977,-0.315895,0.7397707,0.86463153,-0.20600519,-0.23034592,-0.07933783,0.044953052,0.16717428,0.687815,0,173640,Widow,0,Secondary / secondary special,Pensioner,202500.0,Cash loans,454500.0,House / apartment,57,-24,Man
0.8528756,0.2705385,0.99610996,-5.283422,-1.7783401,-0.6000854,0.012102936,0.28382823,0.48623574,-0.789958,0.08567049,1.6093942,2.178218,-0.051741533,-0.002545431,0.43422565,-0.762264,0.19921337,-1.722462,-0.2599677,-0.010803135,-3.247904,-0.016790977,-0.18215671,-0.08429664,0.24604613,-0.22872494,-0.160634,0.33919197,-0.71430737,0.038780414,-0.9633444,0,364498,Married,0,Lower secondary,Working,225000.0,Cash loans,675000.0,Municipal apartment,55,37,Man
0.14356874,0.31059277,1.479155,0.8822277,-1.133981,-0.9174199,0.012102936,-1.8458215,-0.042394914,1.0121579,-0.26547673,0.77687603,0.28560212,-0.050305918,-0.0025558257,-1.1039784,-0.7622675,-0.384118,-0.23314391,0.13201818,-0.010803135,-0.78643847,-0.016790975,0.20189284,-0.37514356,0.45826072,-0.21522805,0.024490014,0.15547644,-0.33597282,0.11100195,-0.93754506,0,376148,Married,0,Secondary / secondary special,Commercial associate,202500.0,Cash loans,567000.0,House / apartment,61,1,Man
0.74777985,0.56357044,0.3870331,-1.6821508,1.2223293,1.136311,0.012102936,0.596532,0.11206273,0.5622337,2.2464871,0.83041096,-0.9760997,-0.06419147,-0.0025458122,0.41666353,1.3721749,0.34036085,0.9724379,-0.13772647,-0.010803135,0.6836862,-0.016790975,-0.15313934,-0.30243182,-0.41337192,-0.12587866,-0.0007954065,0.1476285,-0.5497054,-0.26035947,-0.21516281,0,292166,Married,0,Secondary / secondary special,Working,90000.0,Cash loans,900000.0,House / apartment,48,16,Man
-0.97024494,-0.044978768,1.635205,0.28256202,-2.0020206,-0.8591204,0.012102936,-2.4927595,0.49612975,1.1645516,-0.39467633,-1.123587,0.28562775,-0.06712301,-0.0025475207,-1.1945748,-0.26776156,-0.023892576,-1.9836152,-0.33910578,-0.010803135,0.18145983,-0.016790975,-0.15472005,-1.02955,0.23155348,-0.22400102,-0.713668,0.16767557,-0.2714508,-0.042535692,-0.15496428,0,227163,Separated,0,Secondary / secondary special,Pensioner,72000.0,Cash loans,180000.0,House / apartment,63,-24,Man
-1.152888,3.7335641,-0.7321283,0.9496375,1.1138954,0.73682725,-0.7352364,0.22785997,0.11206273,1.0919832,-1.0252243,-0.20607547,-0.9760997,-0.061656628,-0.0025627252,-0.1215653,-0.44210294,1.0025849,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.09856695,0.09227785,-0.1950966,0,174018,Single / not married,0,Higher education,Commercial associate,112500.0,Revolving loans,135000.0,House / apartment,35,0,Man
-1.2873881,0.56357044,-0.94592416,0.94308376,-0.059292294,-0.62327266,0.012102936,0.80305827,0.16333178,-0.18643056,-1.1373175,-1.1673086,0.60105866,-0.06435837,-0.0025616863,0.56583565,-0.5704898,0.34036085,0.3281913,-0.047423802,-0.010803135,-0.21666582,-0.016790975,0.30804497,-0.52056736,0.43514147,-0.22049183,0.21428049,-0.053652786,-0.4218987,0.07087888,-0.07756614,0,418635,Married,2,Higher education,Working,90000.0,Cash loans,67500.0,House / apartment,32,0,Man
-0.08955375,0.31059277,1.4796131,0.28256202,-1.1280199,-1.1559176,0.012102936,0.6890591,0.11206273,-0.8601075,0.079065,0.1245123,0.28561255,-0.059121784,-0.0025475207,0.4711198,-0.762263,0.026662605,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.13383892,0.111816116,-0.010885183,-0.22418857,-0.06510978,1.4453205,0.24207069,0.9436587,0,295561,Married,0,Secondary / secondary special,Pensioner,135000.0,Cash loans,486000.0,House / apartment,61,-24,Man
0.74777985,0.39937714,-0.26306126,-2.594991,1.355459,-1.0068566,0.6662052,0.98726654,0.9049978,1.1621326,1.7615496,0.6864521,-0.9760997,-0.06506813,-0.0025456443,1.3550237,-0.762259,-0.22683495,-2.3594007,-0.18057372,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.0126526905,0.2688204,-0.19318314,0.08013292,0.10061441,-0.09856695,0.09227785,-0.1950966,0,297877,Married,0,Higher education,State servant,103500.0,Cash loans,900000.0,House / apartment,40,21,Man
-0.8957388,-0.19225387,1.3008773,0.28256202,-1.2824391,-0.8829702,0.012102936,-0.18824105,1.8146869,0.50417894,-0.61464393,-1.5213953,-0.9760997,-0.066836104,-0.0025475207,0.8721511,-0.76226884,-1.7900906,-1.5177175,-0.34995058,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.9568382,0.577653,-0.075085364,-0.048414156,-6.186123e-05,-0.01794564,0.120364,-0.5161554,0,347628,Married,0,Secondary / secondary special,Pensioner,103500.0,Cash loans,238500.0,House / apartment,59,-24,Man
0.38799462,1.0789973,0.027728144,0.10888831,-1.2909548,-1.0572062,1.0367757,1.0975436,1.7376143,-0.56862426,-0.084855124,0.44673902,-0.029804103,-0.059426185,-0.0025470834,2.0278256,-0.7622607,-0.384118,-2.504155,-0.27556282,-0.010803135,0.18145983,-0.016790975,-0.15472005,1.588075,-0.72151434,-0.21522805,-1.8846691,-0.06803577,0.27293405,0.045467593,-0.06466651,0,275311,Civil marriage,0,Higher education,Commercial associate,202500.0,Cash loans,675000.0,House / apartment,44,5,Man
-0.119371876,-1.1246346,-1.2600867,0.4281483,0.5910278,-0.08334016,1.0706779,0.72001225,0.11206273,0.226,-0.6437049,-1.005727,0.8113472,-0.04644757,-0.0025480741,0.9443751,0.5444373,0.21723561,0.6928994,0.1184449,-0.010803133,-0.23335372,-0.016790975,0.20270349,1.2245159,0.09283757,-0.22872494,1.817123,0.100075856,-0.49734217,-0.1885837,0.32662386,0,330452,Married,0,Secondary / secondary special,Commercial associate,247500.0,Cash loans,450000.0,House / apartment,28,3,Man
-1.2056594,-0.7159228,-1.4890062,0.44078764,-0.2611158,0.76133955,-0.34431592,0.2793589,-1.6846023,-0.23360002,-1.1356976,-0.08536073,1.1267791,-0.040002327,-0.0025481344,-0.8912409,-0.49247587,-0.24138103,1.1632706,0.1938047,-0.010803135,0.6403771,-0.016790975,0.26978847,0.49739793,-0.56278473,3.8210163,-0.12281321,-0.064373754,-0.15457956,0.09227785,0.687815,0,390029,Single / not married,0,Secondary / secondary special,Working,126000.0,Cash loans,90000.0,With parents,26,3,Man
-0.8018793,-0.9939886,0.62282676,0.28256202,-1.8975607,0.46851724,0.012102936,-0.0610534,0.11206273,0.85129786,-0.12867475,0.10888839,0.28559735,-0.06571238,-0.0025475207,0.029648544,-0.10704852,0.022618096,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,-1.4658206,1.1280307,-0.22872494,0.7299429,0.06935469,0.030484824,0.179657,-0.5763539,0,372304,Married,0,Secondary / secondary special,Pensioner,76500.0,Cash loans,238500.0,House / apartment,51,-24,Man
0.74777985,0.56357044,0.8251649,0.17770243,0.17914893,0.26248163,0.012102936,0.6838422,-0.7329341,-0.4827516,0.78187793,1.6087828,-0.9760997,-0.05122841,-0.0025465377,0.012772879,-0.7622673,-0.2676314,-0.35153556,0.16053952,-0.010803135,-0.66366315,-0.016790975,0.12899426,-0.5932791,-0.6628534,-0.20105632,0.6054121,0.1866888,-0.118948765,0.14845017,-0.7268502,0,274719,Married,0,Higher education,Working,148500.0,Cash loans,900000.0,House / apartment,53,5,Man
-0.93537325,-0.4630173,1.6065615,0.28256202,0.15729181,-0.84520805,0.012102936,0.9113861,0.5060091,-1.3221264,-1.2262115,-1.1796861,-0.18752052,-0.04064067,-0.0025475207,0.81422234,-0.7622679,-0.42083928,-0.289384,-0.18276612,-0.010803135,1.2018058,-0.016790975,-0.06279396,-2.9927688,1.2995278,-0.22872494,0.08013292,0.15872848,-1.5801828,-3.3904054,-0.03456725,0,178001,Married,0,Secondary / secondary special,Pensioner,337500.0,Cash loans,202500.0,House / apartment,63,-24,Man
-0.9582931,0.75632215,0.57058096,-0.36297983,-0.036015887,0.6261908,0.012102936,0.78848946,1.6163999,1.1645516,-0.4922286,-0.780967,1.5473989,-0.06821077,-0.002547732,1.34016,-0.7622688,-0.21124414,0.1972841,-0.33519262,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.0126526905,-1.3305529,-0.15719143,0.28273767,0.16603316,0.026243279,0.096958876,-0.03456725,0,113730,Married,0,Secondary / secondary special,Working,81000.0,Cash loans,162000.0,House / apartment,50,8,Man
-0.77058536,-0.7751365,0.02245762,-0.7487133,-1.5047004,-1.18308,0.012102936,-0.6570402,0.11206273,0.055464193,-0.67582035,-1.1535189,0.70626277,-0.059121784,-0.0025461596,-0.3211133,-0.077176996,0.026662605,0.053351644,-0.18896604,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.4246862,1.0410745,-0.22751023,-0.2698965,0.17901616,1.4304522,0.179657,2.3733735,0,169777,Married,0,Secondary / secondary special,Working,135000.0,Cash loans,238500.0,House / apartment,44,10,Man
-1.0410839,-0.8454121,-1.638411,0.42253083,1.2430509,1.1084863,-0.343734,0.97159946,0.4664051,0.41225895,-1.13338,-0.20607547,-0.9760997,-0.05433691,-0.002548048,0.67536235,-0.76226825,0.39793202,0.3314933,-0.38350126,-0.010803135,0.18145983,-0.016790975,-0.15472005,0.13383892,0.85111654,-0.18755943,-0.03408402,0.018089497,0.6098636,0.3169671,-0.15496428,0,296080,Married,1,Secondary / secondary special,Working,198000.0,Revolving loans,180000.0,House / apartment,24,3,Man
-0.8554893,-0.6659635,0.9358437,0.9000164,-0.53418773,1.4344332,0.012102936,0.71400213,-2.269579,0.17278315,-0.7699317,-0.34124205,0.07533922,-0.0059915218,-0.0025570597,-0.7974061,-0.7622636,0.36070132,1.2578561,0.43323615,-0.010803133,0.46912745,-0.016790975,-0.0068067,1.0790925,1.1280307,-0.22872494,1.251282,0.26001748,0.4780758,0.0641917,0.29652458,0,301743,Married,0,Secondary / secondary special,Working,135000.0,Cash loans,225000.0,House / apartment,55,0,Man
-0.37026003,0.75632215,-0.36732408,-0.046996694,0.7735489,0.6997276,0.012102936,-1.0192579,-0.99101835,0.26228422,-0.23208219,-0.1346032,-0.9760997,-0.050563615,-0.0025468084,-1.1286217,-0.7622643,0.026662605,0.1882729,0.050885312,-0.010803135,-0.030118925,-0.016790975,0.14714424,-0.6659908,0.056605812,-0.16839385,-0.7021393,-0.08488711,-0.20620956,0.0641917,-0.531205,0,446942,Married,0,Secondary / secondary special,Working,135000.0,Cash loans,450000.0,House / apartment,39,6,Man
-1.0969859,0.31059277,-1.3077495,0.06488474,-0.9469182,0.7818768,0.012102936,-0.28681126,1.0384384,0.8283179,-1.0376172,-0.20607547,-0.9760997,-0.062653124,-0.0025476157,0.3959035,-0.38874185,0.026662605,-0.23207878,0.46559736,-0.010803135,-0.5706877,-0.016790975,3.5649037,-0.3509063,0.19348131,0.34016886,0.3250455,-0.111490324,0.3556971,0.23270865,-0.21516281,0,183052,Married,1,Secondary / secondary special,Working,135000.0,Revolving loans,157500.0,House / apartment,28,5,Man
-1.152888,1.8329418,-1.100141,0.7174484,-0.05191197,0.05379607,0.2565882,1.1194181,0.6619127,0.60093683,-1.0252243,-1.6852177,-0.9760997,-0.06358533,-0.002550595,1.1257509,-0.44210294,1.0025849,1.161673,-0.3305152,-0.010803135,0.32926697,-0.016790975,-0.22463468,0.4246862,1.1897972,-0.12668847,-1.2630196,0.0015014239,0.3539695,0.11724333,0.34668994,0,324281,Married,2,Secondary / secondary special,State servant,112500.0,Cash loans,135000.0,House / apartment,30,1,Man
-1.1202412,-1.1501566,-1.6388693,0.5035161,0.38068858,0.96406263,-0.8309163,0.9350528,-1.3192229,0.75212103,-1.2052977,-1.1446218,1.5473543,-0.03055941,-0.0025484757,-0.51764613,-0.41094008,0.74237555,1.0165353,0.096153565,-0.010803135,0.42462638,-0.016790975,0.013505598,1.588075,0.84335256,-0.17136316,-0.12157353,-0.04255168,0.06827506,0.24207069,-0.5161554,0,104736,Married,0,Higher education,State servant,207000.0,Cash loans,112500.0,House / apartment,24,3,Man
1.6314785,-0.30771685,0.6473457,0.28256202,1.0503111,0.9898999,0.07041296,0.512463,-0.771997,-1.4152558,0.83403313,1.0928801,-0.050832957,-0.04226286,-0.0025475207,-0.084071845,2.2157073,-0.384118,1.1041547,0.13183035,-0.010803133,0.928442,-0.016790975,-0.25334358,-0.15700836,0.14149168,-0.2280501,2.1055799,0.07471951,-0.34124258,0.079795115,-0.1950966,0,165470,Widow,0,Secondary / secondary special,Pensioner,202500.0,Cash loans,1125000.0,House / apartment,51,-24,Man
-0.40038002,-1.013365,0.98992276,-4.157586,-0.8844693,-0.38146237,0.012102936,-0.7500632,0.99455655,-0.4924274,-0.43773967,0.11992003,0.2856648,-0.06055533,-0.0025454937,0.099618025,0.2762017,-1.5895183,0.6654185,-0.21684986,-0.010803135,0.072988465,-0.016790977,0.2479652,-1.3203971,-0.1305916,-0.18620974,0.4599352,0.17862208,0.10066674,0.19526044,-0.4559569,0,426782,Married,0,Secondary / secondary special,Working,157500.0,Cash loans,378000.0,House / apartment,55,30,Man
-1.1534469,0.2705385,-1.6132047,0.811073,-0.13593411,0.869326,-1.8237491,0.43120632,-1.2251093,0.7158368,-1.025968,-1.1679728,0.60105866,-0.051838975,-0.0025526965,-1.1902508,-0.44263658,0.15766932,1.5307482,-0.10360402,-0.010803133,0.95983124,-0.016790975,-0.43512353,-0.2297201,0.09197491,-0.22012067,1.4600137,0.44355884,0.22986315,0.07355375,0.62761647,0,119082,Single / not married,0,Incomplete higher,Working,112500.0,Cash loans,112500.0,House / apartment,24,1,Man
-1.3691168,-0.01121463,-1.2236521,0.8363517,-0.9296028,1.2118354,0.012102936,-0.80641747,-2.651446,0.4836179,-1.2382355,-1.587739,-0.45038024,0.013704496,-0.0025535738,-1.8979795,-0.6485037,-1.2927481,1.5024683,-0.38044688,-0.010803135,0.9616192,-0.016790975,-0.27505898,-1.1022617,-0.20495293,-0.19619744,0.57409847,0.27871597,-0.07827921,0.07355375,0.3667563,0,136917,Separated,1,Higher education,Working,76500.0,Cash loans,45000.0,Rented apartment,29,1,Man
-0.14665204,0.39937714,-0.4935847,-1.5276701,0.82123715,-1.2201796,1.2828665,0.34579915,-2.168389,0.41346842,-0.47993904,-0.20607547,-0.9760997,0.014929823,-0.0025458524,-0.4133384,0.5183971,-0.384118,0.91968554,1.0844473,-0.010803135,0.5319058,-0.016790977,0.5265136,0.8609569,0.66478175,2.9774609,-0.2283996,-0.077687256,-0.24712718,-0.0013426675,0.35672313,0,178877,Married,2,Higher education,Working,202500.0,Revolving loans,540000.0,House / apartment,38,15,Man
-0.8018793,-0.14590947,1.2364866,0.28256202,-1.0843058,-1.2586043,2.5633488,1.0237845,1.8261278,-2.1107032,-0.33007857,-0.7995675,0.28559735,-0.06782928,-0.0025475207,2.6883168,-0.10704852,0.34036085,-0.9559562,-0.30008876,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.011584554,-1.0275865,-0.15530187,-0.41280648,0.15548114,-0.15782268,0.11100195,-0.28740108,0,286589,Married,0,Secondary / secondary special,Pensioner,90000.0,Cash loans,238500.0,House / apartment,58,-24,Man
-0.252195,-0.66263765,-1.2383176,-0.18322052,0.57058996,-0.046902996,0.012102936,1.3236048,0.40658674,0.77026314,-0.9575594,-1.1499166,-0.13494839,-0.03733065,-0.002546625,1.0032616,-0.7622638,0.8380288,0.65811455,-0.04038278,-0.010803135,0.14331605,-0.016790977,0.1855629,-0.2297201,0.9802282,-0.22872494,-3.5724113,-11.484743,-0.6754374,0.054829646,-0.4559569,0,265286,Married,2,Secondary / secondary special,Commercial associate,360000.0,Cash loans,450000.0,House / apartment,29,7,Man
0.46735308,-1.361128,0.79308426,-4.0012326,1.0375375,0.06373348,0.012102936,0.20826131,0.59422857,-0.06306423,-0.026212221,1.0856134,0.2856059,-0.054619696,-0.0025455044,0.44793704,-0.7622634,-1.0243154,0.37463197,-0.017447952,-0.010803132,-0.6290954,-0.016790975,-0.3758326,-1.3203971,0.9244427,-0.22872494,-0.7660234,0.22866657,-0.062441044,0.11100195,0.96874154,0,286223,Married,0,Secondary / secondary special,Working,202500.0,Cash loans,679500.0,House / apartment,53,29,Man
1.3679342,1.0789973,-0.82310045,0.8438416,1.1908209,1.5444072,0.012102936,-0.057187065,-2.168389,0.54772,1.2423265,1.5923927,2.178218,-0.0049058776,-0.0025538744,-1.1967613,1.9641418,0.07166868,1.3303931,-0.14091082,-0.010803133,0.8736104,-0.016790975,-0.20046571,-0.41149962,0.82609934,-0.19127107,-0.20452322,-0.04255244,0.08026001,0.20462249,-0.0044679902,0,318470,Married,1,Secondary / secondary special,Working,157500.0,Cash loans,823500.0,House / apartment,34,1,Man
-0.818594,0.2705385,0.84578854,-0.17104933,-1.7011306,-0.06147786,0.012102936,0.5431897,1.3584679,0.67350525,-0.580569,0.10829625,0.60105866,-0.065322034,-0.0025466396,1.0568208,-0.76226836,0.15766932,-1.0083617,-0.2826202,-0.010803135,0.18145983,-0.016790975,-0.15472005,-0.08429664,0.34956545,-0.22872494,0.47773567,0.0175698,-0.49584553,-0.029428825,0.14602831,0,382026,Widow,0,Secondary / secondary special,Working,112500.0,Cash loans,225000.0,House / apartment,54,7,Man
2.3528378,0.71482205,0.976403,-0.5769121,-2.2137792,0.7335148,0.012102936,0.7403925,1.1073554,-0.026780024,1.0832449,1.5965014,0.18048348,-0.055198465,-0.0025451411,1.0375851,-0.7622605,0.19921337,0.22487159,0.15577194,-0.010803135,1.2649814,-0.016790975,-0.15472005,0.49739793,-0.2677547,1.5292447,-0.07904676,-0.028169401,-0.025012903,0.20462249,-0.5161554,0,364376,Married,0,Secondary / secondary special,Commercial associate,225000.0,Cash loans,1350000.0,House / apartment,55,9,Man
-0.64976996,0.39937714,-1.4411141,0.41270024,0.5691707,0.39233044,-0.31676894,0.7636717,-0.44303277,-0.040084235,-0.5419033,-1.6888361,-0.9760997,-0.055755988,-0.0025480033,0.07458324,-0.762268,0.026662605,1.1639097,-0.32736447,-0.010803135,1.0373107,-0.016790977,-0.1991181,0.13383892,0.74190366,-0.14167002,0.09193304,-0.02817218,-0.3920866,-0.24943705,-0.7268502,0,351792,Single / not married,0,Secondary / secondary special,State servant,135000.0,Cash loans,337500.0,House / apartment,26,3,Man
-0.9757904,-0.81837183,0.16888368,0.2947332,-0.5302137,1.793505,0.012102936,0.3424225,-1.2076699,0.8549263,-0.7896611,-0.1675855,3.229657,-0.05206393,-0.0025475589,-0.44394913,-0.7622672,0.15766932,0.38421834,-0.13248412,-0.010803135,0.5954787,-0.016790977,-0.0030568887,-0.37514356,0.39614913,0.073200434,0.20107937,0.15261856,-0.4033054,-0.091218375,-0.31148046,0,386137,Civil marriage,0,Secondary / secondary special,Working,112500.0,Cash loans,135000.0,Municipal apartment,45,4,Man
